,sample,Artist,Song,Genre,Year,Decade,Era,Lyrics,compress_len,original_len,compress_score
103,104,Joe,I Wanna Know,R&B,2000,2000's,Y2K,Yeah oh yeah Alright oh oh oh It's amazing how you knock me off my feet hmm Everytime you come around me I get weak oh yeah Nobody ever made me feel this way oh You kiss my lips and then you take my breath away So I wanna know I wanna know what turns you on So I can be all that and more I'd like to know what makes you cry So I can be the one who always makes you smile Girl he never understood what you were worth hmm no And he never took the time to make it work You deserve more loving girl Baby I'm the kind of man who shows concern yes I do oh Anyway that I can please you let me learn So I wanna know  Tell me what I gotta do to please you Baby anything you say I'll do Cause I only wanna make you happy From the bottom of my heart it's true I wish that I could take a journey through your mind alright And find emotions that you always try to hide babe oh I do believe that there's a love you wanna share oh oh I'll take good care of you lady have no fear oh So I wanna know,519,982,0.4714867617107943
104,105,Vertical Horizon,Everything You Want,Rock,2000,2000's,Y2K,Somewhere there's speaking It's already coming in Oh and it's rising at the back of your mind You never could get it Unless you were fed it Now you're here and you don't know why But under skinned knees and the skid marks Past the places where you used to learn You howl and listen Listen and wait for the Echoes of angels who won't return  He's everything you want He's everything you need He's everything inside of you That you wish you could be He says all the right things At exactly the right time But he means nothing to you And you don't know why You're waiting for someone To put you together You're waiting for someone to push you away There's always another wound to discover There's always something more you wish he'd say  But you'll just sit tight And watch it unwind It's only what you're asking for And you'll be just fine With all of your time It's only what you're waiting for Out of the island Into the highway Past the places where you might have turned You never did notice But you still hide away The anger of angels who won't return  I am everything you want I am everything you need I am everything inside of you That you wish you could be I say all the right things At exactly the right time But I mean nothing to you and I don't know why And I don't know why Why I don't know,596,1300,0.5415384615384615
105,106,Lifehouse,Hanging By A Moment,Rock,2001,2000's,Y2K,Desperate for changing starving for truth I'm closer to where I started I'm chasing after you I'm falling even more in love with you Letting go of all I've held on to I'm standing here until you make me move I'm hanging by a moment here with you Forgetting all I'm lacking completely incomplete I'll take your invitation you take all of me now I'm falling even more in love with you Letting go of all I've held on to I'm standing here until you make me move I'm hanging by a moment here with you I'm living for the only thing I know I'm running and not quite sure where to go And I don't know what I'm diving into Just hanging by a moment here with you There's nothing else to lose there's nothing else to find There's nothing in the world that can change my mind There is nothing else There is nothing else There is nothing else Desperate for changing starving for truth I'm closer to where I started I'm chasing after you I'm falling even more in love with you Letting go of all I've held on to I'm standing here until you make me move I'm hanging by a moment here with you I'm living for the only thing I know I'm running and not quite sure where to go And I don't know what I'm diving into Just hanging by a moment here with you Just hanging by a moment Just hanging by a moment I'm hanging by a moment Just hanging by a moment here with you,565,1345,0.5799256505576208
106,107,Alicia Keys,Fallin',R&B,2001,2000's,Y2K,Desperate for changing starving for truth I'm closer to where I started I'm chasing after you I'm falling even more in love with you Letting go of all I've held on to I'm standing here until you make me move I'm hanging by a moment here with you Forgetting all I'm lacking completely incomplete I'll take your invitation you take all of me now I'm falling even more in love with you Letting go of all I've held on to I'm standing here until you make me move I'm hanging by a moment here with you I'm living for the only thing I know I'm running and not quite sure where to go And I don't know what I'm diving into Just hanging by a moment here with you There's nothing else to lose there's nothing else to find There's nothing in the world that can change my mind There is nothing else There is nothing else There is nothing else Desperate for changing starving for truth I'm closer to where I started I'm chasing after you I'm falling even more in love with you Letting go of all I've held on to I'm standing here until you make me move I'm hanging by a moment here with you I'm living for the only thing I know I'm running and not quite sure where to go And I don't know what I'm diving into Just hanging by a moment here with you Just hanging by a moment Just hanging by a moment I'm hanging by a moment Just hanging by a moment here with you,565,1345,0.5799256505576208
107,108,Janet,All For You,R&B,2001,2000's,Y2K,All my girls at the party Look at that body Shakin' that thing Like you never did see Got a nice package alright Guess I'm gonna have to ride it tonight All my girls at the party Look at that body Shaking that thing Like you never did see Got a nice package all right Edit 4 3 2 1 It's all for you If you really want it It's all for you if you say you need it It's all for you if you gotta have it It's all for you if you make a move It's all for you I see you staring out the corner of my eye You seem uneasy Want to approach me Throw me a line But then something inside you grabs you says who am I I know exactly 'cause it happens with all the guys So you so what you gonna do Come on and talk to me Promise you won't even have an attitude I'll let you sit right next to me Don't join the list with these other fools That ain't the way to be Yes it's cool Yes I'm in the mood Intimidation's got that mind It's all for you if you really want it It's all for you if you say you need it It's all for you if you gotta have it It's all for you if you make a move It's all for you Tell me I'm the only one it's all for you Soon we'll be having fun it's all for you Come over here and get some It's all for you if you make a move It's all for you Can't be afraid or keep me waiting for too long Before you know it I'll be outta here I'll be gone Don't try to be all clever cute or even sly Don't have to work that hard Just be yourself and let that be your guide So you so what you gonna do So come on and talk to me by Promise you won't even have an attitude I'll let you sit right next to me Don't join the list with these other fools That ain't the way to be boy Yes it's cool Yes I'm in the mood Intimidation's got that mind It's all for you if you really want it It's all for you if you say you need it It's all for you if you gotta have it It's all for you if you make a move It's all for you Tell me I'm the only one it's all for you Soon we'll be having fun it's all for you Come over here and get some It's all for you if you make a move It's all for you All my girls at the party Look at that body Shaking that thing like you never did see Got a nice package alright Guess I'm gonna have to ride it tonight All my girls at the party Look at that body Shaking that thing like you never did see Got a nice package alright Guess I'm gonna have to ride it tonight It's all for you if you really want it It's all for you if you say you need it It's all for you if you gotta have it It's all for you if you make a move It's all for you All my girls at the party Look at that body Shaking that thing like you never did see Got a nice package alright Guess I'm gonna have to ride it tonight All my girls at the party Look at that body Shaking that thing like you never did see Got a nice package alright Guess I'm gonna have to ride it tonight Tell me I'm the only one Soon we'll be having fun Come over here and get some Soon we'll be having fun Soon we'll be having fun Soon we'll be having fun Soon we'll be having fun Soon we'll be having fun Soon we'll be having fun Soon we'll be having fun Soon we'll be having fun Come over here and get some Soon we'll be having fun Soon we'll be having fun Soon we'll be having fun Soon we'll be having fun Guess I'm gonna have to ride Guess I'm gonna have to ride it tonight Guess I'm gonna have to ride Guess I'm gonna have to ride Guess I'm gonna have to ride it tonight Guess I'm gonna have to ride,1185,3442,0.6557234166182452
108,109,Train,Drops Of Jupiter (Tell Me),Rock,2001,2000's,Y2K,Now that she's back in the atmosphere With drops of Jupiter in her hair hey hey hey She acts like summer and walks like rain Reminds me that there's a time to change hey hey hey Since the return from her stay on the moon She listens like spring and she talks like June hey hey hey Hey hey hey But tell me did you sail across the sun? Did you make it to the Milky Way to see the lights all faded And that heaven is overrated? Tell me did you fall for a shooting star� One without a permanent scar? And did you miss me while you were looking for yourself out there? Now that she's back from that soul vacation Tracing her way through the constellation hey hey hey mmm She checks out Mozart while she does tae bo Reminds me that there's room to grow hey hey hey yeah Now that she's back in the atmosphere I'm afraid that she might think of me as plain ol' Jane Told a story about a man who was too afraid to fly so he never did land But tell me did the wind sweep you off your feet? Did you finally get the chance to dance along the light of day And head back to the Milky Way? And tell me did Venus blow your mind? Was it everything you wanted to find? And did you miss me while you were looking for yourself out there? Can you imagine no love pride deep fried chicken? Your best friend always sticking up for you even when I know you're wrong Can you imagine no first dance freeze dried romance five hour phone conversation? The best soy latte that you ever had and me But tell me did the wind sweep you off your feet? Did you finally get the chance to dance along the light of day And head back toward the Milky Way? And tell me did you sail across the sun? Did you make it to the Milky Way to see the lights all faded And that heaven is overrated?  And tell me did you fall for a shooting star One without a permanent scar? And did you miss me while you were looking for yourself? Na na na na na na na na na na na And did you finally get the chance to dance along the light of day? Na na na na na na na na na na na na na na And did you fall for a shooting star fall for a shooting star? Na na na na na na na na na na na na na na And now you're lonely looking for yourself out there,940,2182,0.5692025664527957
109,110,Jennifer Lopez feat Ja Rule,I'm Real,R&B,2001,2000's,Y2K,Called you on the phone Said I'm coming through Hope you're all alone 'Cause I got plans for you We could stay at home or dance and hand all night As long as I'm with you It doesn't matter what we do Don't ask me where I've been Or what I'm gonna do Just know that I'm here with you Don't try to understand Baby there's no mystery Cause you know how I am I'm real what you get is what you see What you trying to do to me You want to say your mine Be with me all the time You're falling so in love Say you just can't get enough You're telling all your friends You like the way I dress The way I wear my hair Show me off to all your friends Baby I don't care Just as long as you tell them who I am Tell them I'm the one that made you give a damn Don't ask where I've been Or what I'm gonna do Just know that I'm here with you Don't try to understand Baby there's no mystery Cause you know how I am I'm real what you get is what you see What you trying to do to me You want to say your mine Be with me all the time You're falling so in love Say you just can't get enough You're telling all your friends,526,1099,0.521383075523203
110,111,Nickelback,How You Remind Me,Rock,2002,2000's,Y2K,Never made it as a wise man I couldn't cut it as a poor man stealing Tired of living like a blind man I'm sick of sight without a sense of feeling And this is how you remind me This is how you remind me Of what I really am This is how you remind me Of what I really am It's not like you to say sorry I was waiting on a different story This time I'm mistaken For handing you a heart worth breaking And I've been wrong I've been down Been to the bottom of every bottle These five words in my head Scream are we having fun yet? Yeah yeah yeah no no Yeah yeah yeah no no It's not like you didn't know that I said I love you and I swear I still do And it must have been so bad Cause living with me must have damn near killed you And this is how you remind me Of what I really am This is how you remind me Of what I really am It's not like you to say sorry I was waiting on a different story This time I'm mistaken For handing you a heart worth breaking And I've been wrong I've been down Been to the bottom of every bottle These five words in my head Scream are we having fun yet? Yeah yeah yeah no no Yeah yeah yeah no no Yeah yeah yeah no no Yeah yeah yeah no no Never made it as a wise man I couldn't cut it as a poor man stealing And this is how you remind me This is how you remind me This is how you remind me Of what I really am This is how you remind me Of what I really am It's not like you to say sorry I was waiting on a different story This time I'm mistaken For handing you a heart worth breaking And I've been wrong I've been down Been to the bottom of every bottle These five words in my head Scream are we having fun yet? [3x] Yeah yeah are we having fun yet? Yeah yeah no no,720,1686,0.5729537366548043
111,112,Ashanti,Foolish,R&B,2002,2000's,Y2K,See my days are cold without you But I'm hurting while I'm with you And though my heart can't take no more I keep on running back to you See my days are cold without you But I'm hurting while I'm with you And though my heart can't take no more I keep on running back to you Baby I don't know why you're treating me so bad You said you love me no one above me And I was all you had And though my heart is beating for you I can't stop crying I don't know how I allow you to treat me this way and still I stay See my days are cold without you But I'm hurting while I'm with you And though my heart can't take no more I keep on running back to you See my days are cold without you But I'm hurting while I'm with you And though my heart can't take no more I keep on running back to you Baby I don't know why you wanna do me wrong See when I'm home I'm all alone And you are always gone And boy you know I really love you I can't deny I can't see how you could bring me to so many tears After all these years See my days are cold without you But I'm hurting while I'm with you And though my heart can't take no more I keep on running back to you See my days are cold without you But I'm hurting while I'm with you And though my heart can't take no more I keep on running back to you I trusted you I trusted you So sad so sad what love will make you do All the things that we accept Be the things that we regret To all of my ladies ladies Feel me c'mon sing with me See when I get the strength to leave You always tell me that you need me And I'm weak 'cause I believe you And I'm mad because I love you So I stop and think that maybe You can learn to appreciate me Then it all remains the same That you ain't never gonna change never gonna change never gonna change See my days are cold without you But I'm hurting while I'm with you And though my heart can't take no more I keep on running back to you See my days are cold without you But I'm hurting while I'm with you And though my heart can't take no more I keep on running back to you Baby why you hurt me leave me and desert me Boy I gave you all my heart And all you did was tear it up Looking out my window Knowing that I should go Even when I pack my bags This something always hold me back,879,2243,0.6081141328577797
112,113,Nelly,Hot in Herre,Hip-Hop,2002,2000's,Y2K,Hot in so hot in here so hot in Come on a little bit of uh uh and a little bit of uh uh Check a little bit of just a little bit of Just a little bit of just a little bit of [Nelly:] I was like good gracious ass is bodacious Flirtatious trying to show faces Looking for the right time to shoot my steam you know Looking for the right time to flash them keys you know I'm leaving please believe in Me and the rest of my heathens Check it got it locked at the top of the Four Seasons Penthouse roof top birds I'm feeding No deceiving nothing up my sleeve no teasing I need you to get up up on the dance floor Give that man what he asking for 'Cause I feel like busting loose And I feel like touching you And can't nobody stop the juice So baby tell me what's the use? I said [2x] It's getting hot in here so hot So take off all your clothes I am getting so hot I wanna take my clothes off Let it all hang out Why you at the bar if you ain't popping the bottles? C'mon What good is all the fame if you ain't fuckin' the models I see you driving sports car ain't hitting the throttle And I'll be down do a hundred top down and goggles Got off the freeway exit 106 and parked it Ash tray flip gate time to spark it Gucci collar for dollar got out and walked it I spit game 'cause baby I can't talk it Warm sweating it's hot up in this joint Vokal tank top on at this point You're with a winner so baby you can't lose I got secrets can't leave Cancun So take it off like you're home alone You know dance in front your mirror while you're on the phone Checking your reflection and telling your best friend Like Girl I think my butt getting big [2x] It's getting hot in here so hot So take off all your clothes I am getting so hot I wanna take my clothes off Let it hang all out Mix a little bit a ah ah With a little bit a ah ah Let it just fall out Give a little bit a ah ah With a little bit a ah ah Let it hang all out With a little bit a ah ah And a sprinkle a that ah ah Let it just fall out I like it when ya ah ah Girl baby make it ah ah Stop pacing time wasting I gotta a friend with a pole in the basement What? I'm just kidding like Jason Oh Unless you gon' do it Extra extra eh spread the news check it Nelly took a trip from the Lou' to Neptunes Came back with something thicker than fitting in Sassons Say she like to think about cutting in restrooms It's getting hot in here so hot So take off all your clothes I am getting so hot I wanna take my clothes off Let it hang all out Mix a little bit of ah ah With a little bit of ah ah Let it just fall out Give a little bit of ah ah With a little bit of ah ah Let it hang all out With a little bit of ah ah And a sprinkle of that ah ah Let it just fall out I like it when ya ah ah Girl baby make it ah ah,1156,2757,0.5807036634022488
113,114,Nelly feat Kelly Rowland,Dilemma,Hip-Hop,2002,2000's,Y2K,I love you and I need you Nelly I love you I do neeeeed you   but  No matter what I do all I think about is you Even when I'm with my boo boy you know I'm crazy over you No matter what I do all I think about is you Even when I'm with my boo boy you know I'm crazy over you Check it check it check it uhh I met this chick and she just moved right up the block from me And uhh she got the hots for me the finest thing my hood did see But oh no oh no she gotta a man and a son doh'ohhh but that's okay Cause I wait for my cue and just listen play my position Like a shortstop pick up e'rything mami hittin And in no time no time I I plan to make this wah one mi i ne and that's for sure Cause I I never been the type to break up a happy home But uh there's somethin bout baby girl I just can't leave alone So tell me ma what's it gonna be? She said You don't know what you mean to me Check it check it check it uhh I see a lot and you look and I never say a word I know how niggaz start actin trippin out here about they girls And there's no way ayy hey Nelly gon' fight over no day hey ame as you can see But I I like your steez your style your whole demeanor The way you come through and holla and swoop me in his 2 seater Now that's gangstah ah ahhh And I got special ways to thank yah ah ahhh don't you forget it But uh it ain't that easy for you to pack and leave him But uh you and dirty got ties for different reasons I respect that and right before I turn to leave she said I love you and I need you Nelly I love you I do c'mon girl And it's more than you'll ever know But it's fo'sho You can always count on my love Foreveeeeer more yeahh yeahh East coast I know you shakin right Down South I know you bouncin right West coast I know you walkin right cause Midwest I see you swingin right You don't know what you mean to me  East coast I know you shakin right Down South I know you bouncin right West coast I know you walkin right cause Midwest I see you swing it right You don't know what you mean to me East coast you still shakin right Down South I see you bouncin right West coast I know you walkin right cause Midwest I see you swingin right You don't know what you mean to me [Chorus] [Nelly] East coast I know you shakin right Down South I know you bouncin right West coast I know you walkin right Midwest I see you swing it right You don't know what you mean to me East coast you still shakin right Down South I see you bouncin right West coast I know you walkin right cause Midwest I see you swingin right You don't know what you mean to me,1037,2555,0.5941291585127202
114,115,The Calling,Wherever you Will Go,Rock,2002,2000's,Y2K,So lately been wondering Who will be there to take my place When I'm gone you'll need love To light the shadows on your face If a great wave shall fall It'd fall upon us all And between the sand and stone Could you make it on your own? If I could then I would I'll go wherever you will go Way up high or down low I'll go wherever you will go And maybe I'll find out The way to make it back someday To watch you to guide you Through the darkest of your days If a great wave shall fall It'd fall upon us all Well then I hope there's someone out there Who can bring me back to you If I could then I would I'll go wherever you will go Way up high or down low I'll go wherever you will go Run away with my heart Run away with my hope Run away with my love I know now just quite how My life and love might still go on In your heart in your mind I'll stay with you for all of time If I could then I would I'll go wherever you will go Way up high or down low I'll go wherever you will go If I could turn back time 'll go wherever you will go If I could make you mine I'll go wherever you will go I'll go wherever you will go,512,1116,0.5412186379928315
115,116,50 Cent,In Da Club,Hip-Hop,2003,2000's,Y2K,Go go go go Go go go shorty It's your birthday We gon' party like it's your birthday We gon' sip Bacardi like it's your birthday And you know we don't give a fuck It's not your birthday You find me in the club bottle full of bub' Look mami I got the X if you're into takin' drugs I'm into having sex I ain't into making love So come give me a hug if you're into getting rubbed You find me in the club bottle full of bub' Look mami I got the X if you're into takin' drugs I'm into having sex I ain't into making love So come give me a hug if you're into getting rubbed When I pull up out front you see the Benz on dubs When I roll 20 deep it's 20 knives in the club Niggas heard I fuck with Dre now they wanna show me love When you sell like Eminem and the hoes they wanna fuck But homie ain't nothin' changed: hoes down G's up I see Xzibit in the cut hey nigga roll the weed up If you watch how I move you'll mistake me for a player or pimp Been hit with a few shells but I don't walk with a limp In the hood in LA they saying 50 you hot They like me I want them to love me like they love 'Pac But holla in New York them niggas'll tell you I'm loco And the plan is to put the rap game in a choke hold I'm fully focused man my money on my mind Got a mil' out the deal and I'm still on the grind Now shorty said she feeling my style she feeling my flow Her girlfriend willing to get bi and they ready to go You find me in the club bottle full of bub' Look mami I got the X if you're into takin' drugs I'm into having sex I ain't into making love So come give me a hug if you're into getting rubbed You find me in the club bottle full of bub' Look mami I got the X if you're into takin' drugs I'm into having sex I ain't into making love So come give me a hug if you're into getting rubbed My flow my show brought me the dough That bought me all my fancy things My crib my cars my pools my jewels Look nigga I done came up and I ain't changed And you should love it way more than you hate it Nigga you mad? I thought that you'd be happy I made it I'm that cat by the bar toasting to the good life You that faggot ass nigga trying to pull me back right? When my joint get to pumping in the club it's on I wink my eye at your bitch if she smiles she gone If the roof on fire let the motherfucker burn If you talking about money homie I ain't concerned I'mma tell you what Banks told me 'Cause go 'head switch the style up If niggas hate then let 'em hate And watch the money pile up Or we can go upside your head with a bottle of bub' They know where we fucking be You find me in the club bottle full of bub' Look mami I got the X if you're into takin' drugs I'm into having sex I ain't into making love So come give me a hug if you're into getting rubbed You find me in the club bottle full of bub' Look mami I got the X if you're into takin' drugs I'm into having sex I ain't into making love So come give me a hug if you're into getting rubbed Don't try to act like you don't know where we be neither nigga We in the club all the time nigga So pop pop off nigga G Unit,1246,3066,0.593607305936073
116,117,R Kelly,Ignition,R&B,2003,2000's,Y2K,Now um usually I don't do this but uh Go head on and break 'em off with a lil' preview of the remix No I'm not trying to be rude But hey pretty girl I'm feeling you The way you do the things you do Reminds me of my Lexus coupe That's why I'm all up in yo grill Tryna get you to a hotel You must be a football coach The way you got me playing the field So baby gimme that toot toot Lemme give you that beep beep Running her hands through my 'fro Bouncing on 24s While they say on the radio It's the remix to ignition Hot and fresh out the kitchen Mama rolling that body got every man in here wishing Sipping on coke and rum I'm like so what I'm drunk It's the freaking weekend baby I'm about to have me some fun bounce bounce bounce bounce bounce bounce bounce bounce bounce bounce Now it's like Murder She Wrote Once I get you out them clothes Privacy is on the door Still they can hear you screaming more Girl I'm feeling what you feeling No more hoping and wishing I'm 'bout to take my key and Stick it in the ignition So baby gimme that toot toot Lemme give you that beep beep Running her hands through my 'fro Bouncing on 24s While they say on the radioIt's the remix to ignition Hot and fresh out the kitchen Mama rolling that body Got every man in here wishing Sipping on coke and rum I'm like so what I'm drunk It's the freaking weekend baby I'm about to have me some fun Cristal popping in the stretch Navigator We got food everywhere As if the party was catered We got fellas to my left Hunnies on my right We bring 'em both together we got juking all night Then after the show it's the after party And after the party it's the hotel lobby And round about 4 you gotta clear the lobby Then head take it to the room and freak somebody Can I get a toot toot? Can I get a beep beep? Running her hands through my 'fro Bouncing on 24s While they say on the radio It's the remix to ignition Hot and fresh out the kitchen Mama rolling that body Got every man in here wishing Sipping on coke and rum I'm like so what I'm drunk It's the freaking weekend baby I'm about to have me some fun It's the remix to ignition Hot and fresh out the kitchen Mama rolling that body Got every man in here wishing Sipping on coke and rum I'm like so what I'm drunk It's the freaking weekend baby I'm about to have me some fun Girl we off in this Jeep Fogging windows up Blasting the radio In the back of my truck Bouncing up and down Stroke it round and round,1030,2443,0.5783872288170282
117,118,Sean Paul,Get Busy,Hip-Hop,2003,2000's,Y2K,Shake that thing Miss Kana Kana Shake that thing Miss Annabella Shake that thing yan Donna Donna Jodi and Rebecca Woman Get busy Just shake that booty non stop When the beat drops Just keep swinging it Get jiggy Get crunked up Percolate anything you want to call it Oscillate you hip and don�t take pity Me want fi see you get live �pon the riddim when me ride And me lyrics a provide electricity Gal nobody can tell you nuttin� Can you done know your destiny Yo sexy ladies want par with us In a the car with us Them nah war with us In a the club them want flex with us To get next to us Them cah vex with us From the day me born jah ignite me flame gal a call me name and its me fame Its all good girl turn me on �Til a early morn� Let�s get it on Let�s get it on �til a early morning Girl it�s all good just turn me on Woman don�t sweat it don�t get agitate just gwaan rotate Can anything you want you know you must get it From you name a mentuin Don�t ease the tension just run the program gals wan pet it Just have a good time Gal free up unu mind caw nobody can dis you man won�t let it can You a the number one gal Wave you hand Make them see you wedding band [Chorus] Yo sexy ladies want par with us In a the car with us Them nah war with us In a the club them want flex with us To get next to us Them cah vex with us From the day me born jah ignite me flame gal a call me name and its me fame Its all good girl turn me on �Til a early morn� Let�s get it on Let�s get it on �til a early morning Girl it�s all good just turn me on Woman Get busy  Just shake that booty non stop When the beat drops Just keep swinging it Get jiggy Get crunked up Percolate anything you want to call it Oscillate you hip and don�t take pity Me want fi see you get live �pon the riddim when me ride And me lyrics a provide electricity Gal nobody can tell you nuttin� Can you done know your destiny Yo sexy ladies want par with us In a the car with us Them nah war with us In a the club them want flex with us To get next to us Them cah vex with us From the day me born jah ignite me flame gal a call me name and its me fame It�s all good girl turn me on �til a early morn� let�s get it on let�s get it on �til a early morning girl�it�s all good just turn me on Yo Shake that thing Miss Kana Kana shake that thing Yo Annabella shake that thing Miss Donna Donna Yo Miss Jodi yu�r di one and Rebecca shake that thing Yo shake that thing Yo Joanna shake that thing Yo Annabella shake that think Miss Kana Kana [Chorus] Yo sexy ladies want par with us In a the car with us Them nah war with us In a the club them want flex with us To get next to us Them cah vex with us From the day me born jah ignite me flame gal a call me name and its me fame Its all good girl turn me on �Til a early morn� Let�s get it on Let�s get it on �til a early morning Girl it�s all good just turn me on [x2] Let�s get it on �til a early morning Girl it�s all good just turn me on,1195,2940,0.5935374149659864
118,119,Beyonce feat Jay-Z,Crazy in Love,R&B,2003,2000's,Y2K,I look and stare so deep in your eyes I touch on you more and more every time When you leave I'm begging you not to go Call your name two three times in a row Such a funny thing for me to try to explain How I'm feeling and my pride is the one to blame 'Cause I know I don't understand Just how your love can do what no one else can Got me looking so crazy right now Your love's got me looking so crazy right now Your love got me looking so crazy right now Your touch got me looking so crazy right now Your touch got me hoping you'll page me right now Your kiss got me hoping you'll save me right now Looking so crazy Your love's got me looking got me looking so crazy Your love Uh oh uh oh uh oh oh no no Uh oh uh oh uh oh oh no no Uh oh uh oh uh oh oh no no Uh oh uh oh uh oh oh no no When I talk to my friends so quietly Who he think he is? Look at what you did to me Tennis shoes don't even need to buy a new dress If you ain't there ain't nobody else to impress It's the way that you know what I thought I knew It's the beat my heart skips when I'm with you But I still don't understand Just how the love you're doing no one else can Got me looking so crazy right now Your love's got me looking so crazy right now oh crazy Got me looking so crazy right now Your touch you're in love got me looking so crazy right now love Got me hoping you'll page me right now Your kiss got me hoping you'll save me right now Looking so crazy Your love's got me looking got me looking so crazy Your love I'm looking so crazy Your love's got me looking got me looking so crazy your love [Jay Z Beyonce:] I'm on that now let's go Young Hov y'all know when the flow is loco Young B and the R O C OG Big Homie the one and only Stick bony But the pocket is fat like Tony Soprano the ROC handle like Van Exel I shake phonies man you can't get next to The genuine article I do not sing though I sling though if anything I bling yo Star like Ringo war like a Green Beret Crazy bring your whole set Jay Z in the range Crazy and deranged They can't figure them out they like hey is he insane Yes sir I'm cut from a different cloth My texture is the best fur: chinchilla Uh oh uh oh uh oh oh no no I've been iller than chain smokers How you think I got the name Hova? Uh oh uh oh uh oh oh no no I been realer the game's over Uh oh uh oh uh oh oh no no Fall back young ever since I made the change over Uh oh uh oh uh oh oh no no To platinum the game's been a wrap oneGot me looking so crazy my baby I'm not myself lately I'm foolish I don't do this I've been playing myself baby I don't care 'Cause your love's got the best of me And baby you're making a fool of me You got me sprung and I don't care who sees 'Cause baby you got me you got me so crazy baby Got me looking so crazy right now Your love's oh love got me looking so crazy right now lookin' crazy Got me looking so crazy right now Your touch got me looking so crazy right now Got me hoping you'll page me right now Your kiss baby got me hoping you'll save me right now baby Looking so crazy Your love's got me looking got me looking so crazy Your love Got me looking so crazy right now Your love's got me looking so crazy right now Your love got me looking so crazy right now Your touch got me looking so crazy right now Your touch got me hoping you'll page me right now Your kiss got me hoping you'll save me right now Looking so crazy Your love's got me looking got me looking so crazy Your love,1211,3437,0.6476578411405295
119,120,3 Doors Down,When I'm Gone,Rock,2003,2000's,Y2K,There's another world inside of me That you may never see There are secrets in this life That I can't hide Somewhere in this darkness There's a light that I can't find Maybe it's too far away Or maybe I'm just blind Or maybe I'm just blind So hold me when I'm here Right me when I'm wrong Hold me when I'm scared And love me when I'm gone Everything I am And everything in me Wants to be the one You wanted me to be I'll never let you down Even if I could I'd give up everything If only for your good So hold me when I'm here Right me when I'm wrong You can hold me when I'm scared You won't always be there So love me when I'm gone Love me when I'm gone When your education X Ray Cannot see under my skin I won't tell you a damn thing That I could not tell my friends Roaming through this darkness I'm alive but I'm alone Part of me is fighting this But part of me is gone So hold me when I'm here Right me when I'm wrong Hold me when I'm scared And love me when I'm gone Everything I am And everything in me Wants to be the one You wanted me to be I'll never let you down Even if I could I'd give up everything If only for your good So hold me when I'm here Right me when I'm wrong You can hold me when I'm scared You won't always be there So love me when I'm gone Or maybe I'm just blind So hold me when I'm here Right me when I'm wrong Hold me when I'm scared And love me when I'm gone Everything I am And everything in me Wants to be the one You wanted me to be I'll never let you down Even if I could I'd give up everything If only for your good So hold me when I'm here Right me when I'm wrong You can hold me when I'm scared You won't always be there So love me when I'm gone Love me when I'm gone Love me when I'm gone When I'm gone When I'm gone When I'm gone,684,1769,0.6133408705483324
120,121,Usher feat Lil Jon and Ludacris,Yeah,R&B,2004,2000's,Y2K,Up in the club with my homies tryna get a lil' V I Keep it down on the low key low key 'Cause you know how it feels I saw shorty she was checkin' up on me From the game she was spittin' in my ear You would think that she knew me So we decided to chill OK Conversation got heavy She had me feelin' like she's ready to blow Watch out Oh Watch out She's saying Come get me Come get me So I got up and followed her to the floor She said Baby let's go Let's go When I told her I said [Usher:] Yeah yeah shorty got down low and said come and get me Yeah yeah I got so caught up I forgot she told me Yeah yeah her and my girl used to be the best of homies Yeah yeah next thing I knew she was all up on me screaming Yeah yeah yeah Yeah yeah Yeah Yeah yeah yeah Yeah yeah Yeah So she's all up in my head now Got me thinking that it might be a good idea to take her with me 'Cause she's ready to leave ready to leave now Let's go And I gotta keep it real now 'Cause on a one to ten she's a certified twenty But that just ain't me 'Cause I don't know If I take that chance just where's it gonna lead But what I do know Is the way she dance make shorty alright with me The way she get low I'm like yeah just work that out for me She asked for one more dance And I'm like yeah how the hell am I supposed to leave? Let's go bring the beat back And I said Yeah yeah shorty got down low and said come and get me Yeah yeah I got so caught up I forgot she told me Yeah yeah her and my girl used to be the best of homies Yeah yeah next thing I knew she was all up on me screaming: Yeah yeah yeah Yeah yeah Yeah Yeah yeah yeah Yeah yeah Yeah Hey Luda Watch out My outfit's ridiculous In the club lookin' so conspicuous And roar These women all on the prowl If you hold the head steady I'mma milk the cow And forget about game I'mma spit the truth what I won't stop 'til I get 'em in their birthday suits So gimme the rhythm and it'll be off with their clothes then bend over to the front and touch your toes I left the Jag and I took the Rolls If they ain't cutting then I put em on foot patrol let's go How you like me now When my pinky's valued over three hundred thousand Let's drink you the one to please Ludacris fill cups like double Ds Me and Ush once more and we leaves 'em dead We want a lady in the street but a freak in the bed that say Yeah yeah shorty got down low and said come and get me Yeah yeah I got so caught up I forgot she told me Yeah yeah her and my girl used to be the best of homies Yeah yeah next thing I knew she was all up on me screaming: Yeah yeah yeah Yeah yeah Yeah Yeah yeah yeah Yeah yeah Yeah  Take that rewind it back Lil' Jon got the beat that make your booty go Take that rewind it back Usher got the voice to make your booty go Take that rewind it back Ludacris got the flow to make your booty go Take that rewind it back Lil' Jon got the beat that make your booty go,1172,2887,0.5940422583997229
